5.066000000000001,0.4458333333333333,27.75
13.974,0.4141666666666667,14.25
13.45,0.06583333333333333,5.25
4.542,0.2875,15.749999999999998
10.306000000000001,0.0975,32.25
9.782,0.38249999999999995,6.75
15.546,0.31916666666666665,24.750000000000004
10.83,0.5091666666666667,33.75
18.166,0.8258333333333333,35.25
9.258,0.9525,38.25
15.021999999999998,0.6991666666666667,29.25
5.59,0.6041666666666667,36.75
19.214,0.22416666666666663,30.75
8.734,0.4775,20.25
11.354,0.12916666666666665,17.25
7.162,0.16083333333333333,23.250000000000004
16.593999999999998,0.1925,9.75
8.21,0.6675,12.75
17.118,0.9841666666666666,42.75
16.07,0.5408333333333334,41.25
12.926000000000002,0.6358333333333334,8.25
19.738,0.7625,21.75
11.878,0.7308333333333333,18.75
17.642,0.5725,0.75
6.638,0.8575,3.75
7.686,0.7941666666666667,26.25
18.689999999999998,0.9208333333333333,2.25
6.114,0.25583333333333336,39.75
12.402000000000001,0.3508333333333333,44.25
14.498000000000001,0.8891666666666667,11.25
4.28,0.05,0.0
4.28,0.05,45.0
4.28,1.0,0.0
4.28,1.0,45.0
20.0,0.05,0.0
20.0,0.05,45.0
20.0,1.0,0.0
20.0,1.0,45.0
