19.738,0.4775,21.5
13.974,0.06583333333333333,26.5
13.45,0.6991666666666667,13.5
18.689999999999998,0.7941666666666667,23.5
7.162,0.7625,2.5
10.83,0.8575,4.5
14.498000000000001,0.9208333333333333,16.5
5.066000000000001,0.8891666666666667,14.5
6.638,0.4141666666666667,8.5
8.734,0.9525,9.5
16.07,0.6041666666666667,29.5
10.306000000000001,0.9841666666666666,20.5
11.354,0.16083333333333333,22.5
12.402000000000001,0.38249999999999995,17.5
8.21,0.4458333333333333,18.5
16.593999999999998,0.0975,19.5
18.166,0.31916666666666665,28.5
15.546,0.5091666666666667,6.5
5.59,0.2875,27.5
17.642,0.22416666666666663,3.5
15.021999999999998,0.8258333333333333,0.5
6.114,0.7308333333333333,24.5
9.782,0.3508333333333333,1.5
9.258,0.6358333333333334,5.5
11.878,0.5725,25.5
4.542,0.5408333333333334,11.5
19.214,0.6675,12.5
7.686,0.12916666666666665,7.5
12.926000000000002,0.1925,10.5
17.118,0.25583333333333336,15.500000000000002
4.28,0.05,0.0
4.28,0.05,30.0
4.28,1.0,0.0
4.28,1.0,30.0
20.0,0.05,0.0
20.0,0.05,30.0
20.0,1.0,0.0
20.0,1.0,30.0
