0.38249999999999995,27.75
0.5725,6.75
0.4775,21.75
0.8258333333333333,5.25
0.9841666666666666,33.75
0.31916666666666665,38.25
0.16083333333333333,41.25
0.4458333333333333,15.749999999999998
0.5091666666666667,42.75
0.4141666666666667,0.75
0.7625,14.25
0.1925,17.25
0.06583333333333333,20.25
0.6041666666666667,12.75
0.9208333333333333,9.75
0.7941666666666667,44.25
0.6358333333333334,29.25
0.7308333333333333,36.75
0.0975,32.25
0.8575,30.75
0.25583333333333336,24.750000000000004
0.5408333333333334,26.25
0.6675,3.75
0.6991666666666667,18.75
0.8891666666666667,39.75
0.9525,23.250000000000004
0.22416666666666663,35.25
0.12916666666666665,2.25
0.2875,11.25
0.3508333333333333,8.25
0.05,0.0
0.05,45.0
1.0,0.0
1.0,45.0
