2.25,0.16666666666666696
27.75,-2.166666666666667
33.75,4.166666666666666
20.25,2.166666666666667
6.75,1.5
38.25,-3.833333333333333
12.75,-4.833333333333333
30.75,-4.5
8.25,-2.5
36.75,-0.833333333333333
23.250000000000004,-1.1666666666666665
0.75,-3.166666666666667
41.25,4.833333333333332
9.75,-0.5
24.750000000000004,3.5
42.75,-1.5
3.75,2.833333333333333
44.25,3.166666666666666
15.749999999999998,3.833333333333332
18.75,1.166666666666667
11.25,0.8333333333333339
35.25,-2.833333333333333
17.25,-1.8333333333333335
14.25,-3.5
26.25,0.5
21.75,-4.166666666666667
32.25,2.5
39.75,1.833333333333334
29.25,-0.16666666666666696
5.25,4.5
0.0,-5.0
0.0,5.0
45.0,-5.0
45.0,5.0
