19.528399999999998,0.38249999999999995,23.85,2.3,0.09999999999999964
6.952400000000001,0.7055,32.85,2.5,-2.9
12.6116,0.9335,8.55,1.2999999999999998,1.8999999999999995
18.270799999999998,0.6865,40.05,4.300000000000001,0.3000000000000007
18.8996,0.9715,14.850000000000001,-0.09999999999999964,-1.9
8.21,0.5535,15.749999999999998,0.8999999999999995,-4.5
18.5852,0.7435,27.45,-1.0999999999999996,-3.7
19.8428,0.8005,18.45,-0.3000000000000007,3.6999999999999993
10.4108,0.1545,42.75,-2.1,-1.6999999999999997
17.642,0.0785,4.95,-2.3,3.5
8.838799999999999,0.49649999999999994,36.45,-0.7000000000000002,-3.9
7.5812,0.45849999999999996,7.65,-1.9,-3.1
11.9828,0.6485,3.1500000000000004,2.0999999999999996,-4.7
9.782,0.8765000000000001,20.25,-2.5,-4.9
6.638,0.1735,19.35,2.9000000000000004,-2.6999999999999997
17.3276,0.9905,29.25,1.8999999999999995,0.6999999999999993
16.3844,0.8195,1.3499999999999999,2.7,-0.3000000000000007
14.8124,0.43949999999999995,5.8500000000000005,0.3000000000000007,-2.1
16.6988,0.9145,35.550000000000004,-3.9,3.9000000000000004
13.5548,0.3635,39.15,4.699999999999999,3.1000000000000014
4.7516,0.3445,28.35,3.299999999999999,-1.0999999999999996
19.214,0.1925,2.25,-0.5,-0.7000000000000002
8.5244,0.5915,31.95,-4.3,-0.09999999999999964
15.755599999999998,0.32549999999999996,0.45,-1.5,4.5
14.183599999999998,0.40149999999999997,30.150000000000002,4.1,-1.5
15.1268,0.6105,11.25,-4.1,1.2999999999999998
16.07,0.3065,37.35,-1.6999999999999997,-2.3
6.0092,0.2875,40.95,-3.5,-3.5
14.498000000000001,0.1165,16.65,0.09999999999999964,1.0999999999999996
13.240399999999998,0.4775,34.65,-2.6999999999999997,2.7
11.0396,0.059500000000000004,43.65,-2.9,2.5
17.9564,0.5155,22.95,-4.9,-1.2999999999999998
5.6948,0.7815,21.15,-3.7,4.1
10.7252,0.6295000000000001,25.65,1.7000000000000002,3.299999999999999
5.3804,0.6675,12.15,3.5,1.5
12.2972,0.1355,26.549999999999997,3.6999999999999993,0.8999999999999995
11.668399999999998,0.5345,13.049999999999999,3.1000000000000014,-0.9000000000000004
7.8956,0.5725,17.55,-4.7,-2.5
9.1532,0.2685,22.05,-3.1,1.7000000000000002
13.8692,0.7245,41.85,0.5,-4.1
7.2668,0.8385,38.25,-1.2999999999999998,-0.5
10.0964,0.7625,10.35,-4.5,2.3
6.323600000000001,0.0975,4.05,4.9,2.0999999999999996
15.441199999999998,0.8575,13.95,3.9000000000000004,4.300000000000001
17.0132,0.8955,9.45,-3.3,-4.3
11.354,0.23049999999999998,24.750000000000004,-0.9000000000000004,-3.3
5.066000000000001,0.2495,6.75,1.0999999999999996,0.5
9.467600000000001,0.9525,33.75,4.5,2.9000000000000004
4.4372,0.21150000000000002,31.049999999999997,1.5,4.699999999999999
12.926000000000002,0.4205,44.55,0.6999999999999993,4.9
4.28,0.05,0.0,-5.0,-5.0
4.28,0.05,0.0,-5.0,5.0
4.28,0.05,0.0,5.0,-5.0
4.28,0.05,0.0,5.0,5.0
4.28,0.05,45.0,-5.0,-5.0
4.28,0.05,45.0,-5.0,5.0
4.28,0.05,45.0,5.0,-5.0
4.28,0.05,45.0,5.0,5.0
4.28,1.0,0.0,-5.0,-5.0
4.28,1.0,0.0,-5.0,5.0
4.28,1.0,0.0,5.0,-5.0
4.28,1.0,0.0,5.0,5.0
4.28,1.0,45.0,-5.0,-5.0
4.28,1.0,45.0,-5.0,5.0
4.28,1.0,45.0,5.0,-5.0
4.28,1.0,45.0,5.0,5.0
20.0,0.05,0.0,-5.0,-5.0
20.0,0.05,0.0,-5.0,5.0
20.0,0.05,0.0,5.0,-5.0
20.0,0.05,0.0,5.0,5.0
20.0,0.05,45.0,-5.0,-5.0
20.0,0.05,45.0,-5.0,5.0
20.0,0.05,45.0,5.0,-5.0
20.0,0.05,45.0,5.0,5.0
20.0,1.0,0.0,-5.0,-5.0
20.0,1.0,0.0,-5.0,5.0
20.0,1.0,0.0,5.0,-5.0
20.0,1.0,0.0,5.0,5.0
20.0,1.0,45.0,-5.0,-5.0
20.0,1.0,45.0,-5.0,5.0
20.0,1.0,45.0,5.0,-5.0
20.0,1.0,45.0,5.0,5.0
